claim,cleaned_claim,source_label,normalized_label,source_category
الصورة بتاريخ 2/8/1990 في مجلس الأمن عندما صوتت مصر لصالح قرار فرض العدوان على العراق، بينما امتنعت الصين عن التصويت داعية إلى احتواء الأزمة بالوسائل السلمية,صورة تاريخ مئتان وواحد وثمانون ألف وتسعمئة وتسعون مجلس أمن صوت مصر صالح قرار فرض عدوان عراق ينما امتنع ص تصويت داعي احتواء ازم وسايل سلمي,خطأ,False,politics
الطفلة رغد عاشور من قطاع غزة أو العراق أو ليبيا تقبل والدها قبل الدخول إلى عملية قلب مفتوح، ليكون الوداع الأخير.,طفل رغد عاشور قطاع غز عراق يبي أقبل الد دخول عمل قلب مفتوح كان وداع أخير,مضلل,Partly-false,صحة
الشرطة الكاميرونية تلقي القبض على عناصر استخباراتية فرنسية تخطط لتنفيذ عمليات إرهابية بإسم جماعة #بوكو_حرام . .,شرط كمروني لقي قبض عنصر استخباراتي رنسي خطط تنفيذ عملية إرهابي اسم جماع كو  حرام,خطأ,False,politics
الرئيس فلاديمير بوتين يشارك بالغناء في برنامج ذا فويس النسخة الروسية.,رييس لاديمير وت شارك غناء رنامج ويس نسخة روسي,زائف,False,ثقافة وفن
قرار بتطبيق الحظر الشامل الذكي في الأردن.,قرار تطبيق حظر شامل ذك اردن,مضلل,Partly-false,صحة
مقطع فيديو يُظهر الحضور الجماهيري في نهائي الدوري الصيني لكرة القدم.,مقطع يديو ظهر حضور جمهور نهاي دور صين كر قدم,صحيح,True,رياضة
"تنحية المستشار أبو المجد عبد الرحمن أبو المجد، والد ""طفل المرور"" من على منصة القضاء وإحالته للعمل الإداري بسبب تجاوزات نجله .",نحى مستشار أبو مجدي عبد رحمن أبو مجدي الد طفل مرور منص قضاء أحال عمل أدار تجاوز نجل,زائف,False,أخبار
مدراء أكبر شركة في اليابان اعتادوا على مسح أحذية الموظفين الجدد ليكسروا حاجز التكبر في نفوسهم.,مدير أكبر شرك يابان اعتاد مسح احذي موظف جدد كسر حاجز تكبر نفس,مضلل,Partly-false,أعمال
مقطع فيديو من الزلزال الذي ضرب الكويت.,مقطع يديو زلزال ضرب كويت,مضلل,Partly-false,أخبار
"فيديو لإخراج الشرطة الفرنسية لجميع المغربيين من داخل ""مترو"" وضربهم.",يديو إخراج شرط فرنسي جميع مغربي داخل مترو ضرب,مضلل,Partly-false,سياسة
وفاة رئيس البرلمان الأرميني بعد إنزاله من السيارة والاعتداء عليه من قبل متظاهرين غاضبين.,فا رييس برلمان ارمين إنزال سيار اعتداء متظاهر غاضب,مضلل,Partly-false,سياسة
تظاهرات أمام منزل السفير الفرنسي في اسرائيل ,تظاهر منزل سفير فرنس اسراييل,misleading-title,False,اجتماعي
وفاة الأسطورة دييغو مارادونا بسبب الجرعات الزائدة التي تعرض لها بعد العملية.,فا اسطور دييغو مارادونا جرعة زايد تعرض عمل,زائف,False,رياضة
صورة لإيفانكا ترامب تغادر البيت الأبيض وهي حزينة بعد خسارة والدها.,صورة ايفانكا ترامب غادر بيت ابيض حزين خسار الد,مضلل,Partly-false,سياسة
لقطة لعالم آثار عراقي  يبكي في متحف برلين.,قط عالم اثار عراق بكى متحف رل,مضلل,Partly-false,سياسة
"نائب في البرلمان الفرنسي يقول ""القرآن مصدر للشرور والكثير من المآسي"".",نايب برلمان فرنس قال قران مصدر شر كثير ماس,مضلل,Partly-false,روحانيات ودين
قناة الجزيرة: تهديد السلطات الجزائريّة للصحافيين الذين يتناولون صحّة الرئيس من دون تصريح,قنا جزير تهديد سلطة جزايري صحافي تناول صح رييس تصريح,خطأ,False,politics
في الأردن أسلحة وإطلاق نار واحتفالات واسعة عقب الانتخابات النيابية الأردنية.,اردن اسلح اطلاق نار احتفال اسع عقب انتخاب نيابي أردني,مضلل,Partly-false,سياسة
هل كنت تعلم أن مؤسس الشركة الألمانية التي طورت علاج فيروس كورونا ليس تركي بل سوري عربي من لواء اسكندرون السورية والمحتلة من تركيا منذ سنة 1918.,كان تعلم موسس شرك ألماني طور علاج يروس ورو ترك سور عرب واء اسكندرون سوري محتل تركيا سن ألف وتسعمئة وثمانية وعشرة,زائف,False,صحة
طفلة مسلمة أحرجت الرئيس الفرنسي إمانويل ماكرون حول الأحداث الأخيرة التي شهدتها فرنسا,طفل مسلم احرج رييس فرنس امانويل ماكر حول احداث أخير شهد رنسا,misleading,False,اجتماعي
الرئيس #أردوغان يصدر مرسوما رئاسيا بمنع أستخدام اللغة الفرنسية في المؤسسات التعليمية ومؤسسات الإذاعة والتلفزيون .,رييس اردوغان صدر مرسوم رياسي منع استخدام لغ فرنسي موسس تعليمي موسس أذاع تلفزيون,خطأ,False,politics
صورة تونسي يُشارك في مهرجان البيتزا في إيطاليا، فمنحته السلطات ساعتين لمغادرة التراب الأوروبي نهائيًّا.,صورة تونس شارك مهرجان بيتزا ايطاليا منح سلطة ساعة مغادر تراب اوروب نهاييا,مضلل,Partly-false,مأكولات ومشروبات
حازم إمام يدرس الترشح لمنصب رئيس نادي الزمالك في الانتخابات المقبلة.,حازم درس ترشح منصب رييس نادي زمالك انتخاب مقبل,زائف,False,رياضة
قطار الحجاز الذي تأسس في عهد السلطان عبد الحميد الثاني، وأفاد سكان الشام والعراق وتركيا، تم تدميره بسبب إخواننا العرب الأذكياء الذين استغلتهم فرنسا وبريطانيا لتدمير الدولة العثمانية.,قطار حجاز تأسس عهد سلطان عبد حميد ثاني أفاد ساكن شام عراق تركيا تم تدمير أخ عرب اذكياء استغل رنسا بريطانيا تدمير دولة عثماني,مضلل,Partly-false,أخبار
الطالب الجراح في ألمانيا يتدرب على خياطة الجرح من خلال حبة عنب دون إفساد القشرة (الجلد) بالقطب، ودون أن تخرج منها قطرة ماء واحدة و إلا رسب.,طالب جراح مانيا تدرب خياط جرح حب عنب افساد قشر جلد قطب دون خرج قطر ماء أحد الا رسب,زائف,False,صحة
صورة لقنبلة كهرومغناطيسية في كوريا الشمالية.,صورة قنبل هرومغناطيسي ري شمالي,مضلل,Partly-false,سياسة
صحيفة ذا واشنطن تايمز نشرت خبر فوز آل غور على جورج بوش في الانتخابات الأميركية عام 2000.,صحيف اشنطن تايمز نشر خبر فوز ال غور جورج بوش انتخاب أميركي عام ألفان,زائف,False,سياسة
"""إسرائيل"" توفّر 95% من الموارد الغذائية التي تستهلكها، بمعنى أنّ هناك اكتفاء ذاتي تقريبا.",اسراييل وفر خمسة وتسعون مورد غذا استهلك معن اكتفاء ذات تقريب,مضلل,Partly-false,سياسة
قصة إسلام عالم البحار الفرنسي جاك كوستو عام 1977، في مؤتمر علميّ ضم أكثر من خمسة آلاف عالم في العلوم التطبيقية وعلوم الأحياء وعلوم البحار.,قص إسلام عالم بحر فرنس جاك ستو عام ألف وتسعمئة وسبعة وسبعون موتمر علم ضم خمس اف عالم علم تطبيقي علم احياء علم بحر,زائف,False,روحانيات ودين
